Model,Scenario,Carbon Capture|Geological Storage,Climate Assessment|Exceedance Probability 1.5°C [MAGICCv7.5.3],Emissions|CO2,Final Energy|Electricity,Primary Energy|Biomass,Primary Energy|Fossil,Primary Energy|Non-Biomass Renewables,Primary Energy|Nuclear
REMIND 2.1,LeastTotalCost-NPi-brkSR15-SSP1-P50,33.1205,99.16666667,8774.347,153.8743,109.4545,117.9455,185.8527,0.0
REMIND 2.1,LeastTotalCost-NPi-brkSR15-SSP2-P50,434.5161,100.0,38204.5812,293.6932,87.9571,456.7754,358.7156,1.4388
REMIND 2.1,LeastTotalCost-NPi-brkSR15-SSP5-P50,1557.2131,100.0,69424.4349,306.6072,101.409,866.7085,275.8497,0.3739
REMIND 2.1,R2p1-SSP1-1100,6525.0983,26.33333333,-5507.6364,218.8576,151.4184,28.6377,308.1606,0.0
REMIND 2.1,R2p1-SSP1-1300,5402.9807,41.5,-3641.8541,214.6025,140.9532,40.3427,296.7889,0.0
REMIND 2.1,R2p1-SSP1-900,8751.0674,14.83333333,-8840.4517,228.4061,166.864,21.008,329.1645,0.0
REMIND 2.1,R2p1-SSP1-Baseline,0.0,99.83333333,12385.5075,183.1153,119.9649,163.3798,211.7954,0.0
REMIND 2.1,R2p1-SSP1-NDC,2069.175,91.5,2671.3586,205.1977,124.7935,74.4977,274.9719,0.0
REMIND 2.1,R2p1-SSP1-NPi,1.2422,99.16666667,10383.1563,190.1397,119.1049,139.5707,227.8235,0.0006
REMIND 2.1,R2p1-SSP2-1100,9986.5968,51.66666667,-3160.1734,444.1901,184.7415,98.611,644.8528,15.5326
REMIND 2.1,R2p1-SSP2-1300,9498.9917,64.5,-251.4948,437.9881,172.3468,137.3448,619.3017,11.6785
REMIND 2.1,R2p1-SSP2-900,13812.8469,32.16666667,-7770.322,463.6186,201.3492,89.6324,687.7799,16.1757
REMIND 2.1,R2p1-SSP2-Baseline,0.0,100.0,48591.7466,356.5798,118.574,574.1782,447.042,4.9279
REMIND 2.1,R2p1-SSP2-NDC,8133.9195,99.5,12950.6673,407.7064,135.3636,284.3268,545.1807,7.8206
REMIND 2.1,R2p1-SSP2-NPi,128.6016,100.0,45560.6699,364.8634,101.2137,542.226,465.1746,6.386
REMIND 2.1,R2p1-SSP5-1100,19656.8232,44.83333333,-3491.4066,559.2013,236.737,271.4405,728.1889,36.4659
REMIND 2.1,R2p1-SSP5-1300,18053.5647,59.66666667,-2008.0134,555.43,232.324,268.1472,721.4452,35.5591
REMIND 2.1,R2p1-SSP5-900,29636.8686,15.66666667,-12099.1076,586.3678,251.0332,308.9405,767.4777,36.0847
REMIND 2.1,R2p1-SSP5-Baseline,0.0,100.0,93966.4725,407.7419,134.7493,1141.9141,380.406,1.9186
REMIND 2.1,R2p1-SSP5-NDC,19743.5549,100.0,28493.497,477.4198,143.0376,652.7769,575.7184,15.4233
REMIND 2.1,R2p1-SSP5-NPi,377.4008,100.0,88283.9859,421.7656,123.7847,1079.1497,410.1345,2.2335
REMIND 2.1,TechCost-SSP2-1100-bioH,11079.7557,51.33333333,-3281.982,456.3651,198.2723,114.5964,637.6728,22.0295
REMIND 2.1,TechCost-SSP2-1100-ccsH,15797.3221,51.0,-2886.1477,454.8432,193.4945,185.8987,581.4088,16.4475
REMIND 2.1,TechCost-SSP2-1100-coalH,10699.0662,51.16666667,-3490.4219,459.3473,185.063,104.7064,648.4185,25.312
REMIND 2.1,TechCost-SSP2-1100-elh2H,10589.0922,52.33333333,-2576.1772,470.8726,180.5384,117.7345,660.7891,24.0826
REMIND 2.1,TechCost-SSP2-1100-gasH,10828.9498,51.16666667,-3336.2708,458.9396,184.9328,109.8177,642.3684,24.9541
REMIND 2.1,TechCost-SSP2-1100-nucH,10683.51,51.16666667,-3111.8662,454.8317,183.4705,110.7026,648.6884,17.7322
REMIND 2.1,TechCost-SSP2-1100-oilH,11004.5994,50.66666667,-3470.7217,455.4755,184.7357,107.3618,644.5658,27.3636
REMIND 2.1,TechCost-SSP2-1100-spvH,10217.3259,51.16666667,-3300.4998,483.2915,181.3089,99.5385,694.1994,20.4566
REMIND 2.1,TechCost-SSP2-1100-windH,9760.299,51.5,-3008.8157,484.3648,178.609,96.3994,701.7833,16.4655
REMIND 3.0,NAVIGATE Demand-1.5°C-act_u,19008.50772,18.33333333,-17412.54449,309.9393922,240.6308062,14.5305902,537.5770102,0.6345974
REMIND 3.0,NAVIGATE Demand-1.5°C-all_u,11157.90323,21.83333333,-7992.112669,247.6693924,163.4926604,38.2152012,310.5300889,0.5916195
REMIND 3.0,NAVIGATE Demand-1.5°C-ele_u,12969.56558,20.0,-10340.87811,320.7794681,187.9096981,29.8636288,441.728878,0.9505308
REMIND 3.0,NAVIGATE Demand-1.5°C-ref,19578.49591,18.33333333,-17902.39389,346.9556818,252.448683,15.2719931,635.7880047,0.8776065
REMIND 3.0,NAVIGATE Demand-1.5°C-tec_u,18260.82672,18.83333333,-16055.13926,290.0194605,246.0142444,23.6974734,523.6599525,0.6533701
REMIND 3.0,NAVIGATE Demand-2.0°C-act_u,6356.162866,63.33333333,-278.4018194,247.8195021,178.3363061,73.040715,476.5578678,0.5868914
REMIND 3.0,NAVIGATE Demand-2.0°C-all_u,6128.059449,66.83333333,938.5018461,246.2603826,96.4090075,86.6456372,303.4308695,0.580781
REMIND 3.0,NAVIGATE Demand-2.0°C-ele_u,6592.607693,65.83333333,311.7850258,312.6687953,107.101461,84.5295009,422.8253557,0.7998076
REMIND 3.0,NAVIGATE Demand-2.0°C-ref,6179.438518,62.5,65.4749804,278.4185234,194.903133,74.0235067,559.6734276,0.6979634
REMIND 3.0,NAVIGATE Demand-2.0°C-tec_u,6563.659034,63.33333333,130.0208225,234.6804438,179.8030891,81.8816444,463.6310066,0.619399
REMIND 3.0,NAVIGATE Demand-NPi-act,675.4651176,99.83333333,19730.56765,243.086433,134.8489638,239.4570562,379.005834,0.7804397
REMIND 3.0,NAVIGATE Demand-NPi-all,2116.323826,97.16666667,9466.129376,239.4014596,89.7794104,126.2865456,287.6198809,0.754329
REMIND 3.0,NAVIGATE Demand-NPi-ele,1657.427605,98.83333333,10985.64114,305.3800635,99.1944201,140.5386629,397.2007133,0.9215645
REMIND 3.0,NAVIGATE Demand-NPi-ref,421.3116973,100.0,23325.39987,266.5023448,148.8955818,280.497457,467.4204152,0.8727302
REMIND 3.0,NAVIGATE Demand-NPi-tec,656.8670162,99.83333333,20605.85501,229.8621157,137.9606516,249.9169764,359.5984728,0.7751313
REMIND 3.5,Rescuing-1.5°C-Highest-Possible-Ambition,7655.02891,58.33333333,-7859.981078,422.1768913,69.5458807,2.593492,838.6272572,0.0042075
REMIND-Buildings 2.0,BEG-600,19704.6961,39.16666667,-15671.8622,477.958,196.7856,85.8051,733.2288,36.2202
REMIND-Buildings 2.0,BEG-600-Efficiency,19643.6489,41.66666667,-15114.0526,435.9019,197.4097,94.0842,654.4711,33.5708
REMIND-Buildings 2.0,BEG-Baseline,0.0,100.0,53373.113,365.3674,115.2174,645.1828,402.7622,10.456
REMIND-Buildings 2.0,BEG-Efficiency,0.0,100.0,54417.3251,313.6307,112.575,651.836,342.7703,8.1696
REMIND-MAgPIE 1.5,SSP1-19,12100.0,16.5,-13370.0,310.9,224.0,4.532,325.7,23.05
REMIND-MAgPIE 1.5,SSP1-26,11000.0,64.66666667,-8588.012,294.5,227.5,18.06,311.3,20.65
REMIND-MAgPIE 1.5,SSP1-34,9080.0,92.83333333,-2827.2347,257.3,196.6,81.28,262.1,19.99
REMIND-MAgPIE 1.5,SSP1-45,2800.0,99.5,12115.7583,229.7,112.3,223.4,227.3,4.425
REMIND-MAgPIE 1.5,SSP1-Baseline,0.0,100.0,21771.6889,234.5,106.2,330.1,186.0,0.0003
REMIND-MAgPIE 1.5,SSP2-19,15900.0,12.0,-14180.0,516.3,304.6,6.478,549.9,24.65
REMIND-MAgPIE 1.5,SSP2-26,15600.0,63.5,-12071.6879,486.6,323.4,28.05,535.0,21.03
REMIND-MAgPIE 1.5,SSP2-34,14600.0,93.5,-5228.2264,450.5,294.0,105.7,484.7,20.73
REMIND-MAgPIE 1.5,SSP2-45,14900.0,99.5,21969.7324,393.2,90.77,455.0,407.7,20.62
REMIND-MAgPIE 1.5,SSP2-60,14500.0,100.0,41936.224,359.5,82.65,686.5,346.5,27.95
REMIND-MAgPIE 1.5,SSP2-Baseline,0.0,100.0,64359.6952,350.7,81.57,788.5,320.4,32.58
REMIND-MAgPIE 1.5,SSP5-19,22500.0,17.0,-21310.0,564.4,429.4,12.02,587.6,62.69
REMIND-MAgPIE 1.5,SSP5-26,22600.0,65.66666667,-18976.5852,544.3,477.0,27.84,573.0,63.08
REMIND-MAgPIE 1.5,SSP5-34,22500.0,93.83333333,-13600.1024,520.8,420.1,112.9,530.7,66.74
REMIND-MAgPIE 1.5,SSP5-45,22800.0,99.5,15860.6672,459.8,237.8,522.9,396.4,62.86
REMIND-MAgPIE 1.5,SSP5-60,23800.0,100.0,40968.8652,424.0,93.51,833.5,312.5,76.0
REMIND-MAgPIE 1.5,SSP5-Baseline,0.0,100.0,126097.6827,411.9,74.9,1530.0,186.0,32.91
REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1000,15126.31,44.33333333,-11961.0701,538.8624,275.7438,116.192,745.0817,27.4901
REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_1600,12644.29,73.66666667,-3630.5465,501.3134,214.8168,210.4838,722.4985,25.0702
REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDC2030i_400,16472.72,16.33333333,-18297.6807,586.2818,294.4809,51.9481,807.4392,29.52
REMIND-MAgPIE 1.7-3.0,CD-LINKS-INDCi,8166.448,100.0,42516.1259,447.3021,79.9065,642.6839,558.6915,20.7904
REMIND-MAgPIE 1.7-3.0,CD-LINKS-NDC2030i_1000,15126.31,51.66666667,-11961.0701,538.8624,275.7438,116.192,745.0817,27.4901
REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi,176.013,100.0,62281.2344,435.4238,79.1199,757.9507,535.3152,23.0653
REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi2020_1000,14214.11,44.0,-8996.9473,522.092,254.0692,147.6706,754.1804,26.8283
REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi2020_1600,12186.27,77.5,-1327.8201,502.2326,200.8354,236.0827,694.3644,23.0008
REMIND-MAgPIE 1.7-3.0,CD-LINKS-NPi2020_400,15958.66,15.5,-15378.92,568.9008,276.7445,87.9196,767.8617,30.3615
REMIND-MAgPIE 1.7-3.0,CD-LINKS-No-Policy,0.0,100.0,65476.0274,437.7252,79.0184,795.2312,531.2475,25.1493
REMIND-MAgPIE 1.7-3.0,COMMIT-2°C-2020,14212.84,42.5,-8968.085,511.7305,232.6303,147.9401,717.7602,26.6361
REMIND-MAgPIE 1.7-3.0,COMMIT-2°C-2030,15466.22,42.16666667,-12895.2604,523.382,261.2843,113.1724,732.6468,27.1489
REMIND-MAgPIE 1.7-3.0,COMMIT-Baseline,0.0,100.0,62928.0264,420.0301,78.8067,767.1616,507.6029,23.6287
REMIND-MAgPIE 1.7-3.0,COMMIT-Bridge,12746.204,44.33333333,-8992.9191,511.0001,200.0333,135.9401,704.0757,26.8862
REMIND-MAgPIE 1.7-3.0,COMMIT-Current-Policies,80.6852,100.0,60358.17,418.2408,79.0362,735.4646,512.7943,21.6872
REMIND-MAgPIE 1.7-3.0,COMMIT-GPP,12105.17,98.0,14425.7197,437.4305,103.1948,383.4987,570.2483,17.6811
REMIND-MAgPIE 1.7-3.0,COMMIT-NDCplus,8840.729,100.0,38123.8499,429.947,79.7513,606.0209,535.0773,19.6664
REMIND-MAgPIE 1.7-3.0,EMF33-1.5°C-cost100,16284.4581,23.83333333,-15808.6868,472.8915,421.4122,6.5524,666.3915,24.523
REMIND-MAgPIE 1.7-3.0,EMF33-1.5°C-full,16286.1791,25.16666667,-15655.9679,423.3527,437.1095,6.8407,593.424,30.9977
REMIND-MAgPIE 1.7-3.0,EMF33-1.5°C-nofuel,16289.7911,20.16666667,-14337.8976,450.1675,342.7339,40.9852,586.8154,14.3376
REMIND-MAgPIE 1.7-3.0,EMF33-Baseline,0.0,100.0,58033.2295,425.2343,83.8011,737.8125,502.092,28.4311
REMIND-MAgPIE 1.7-3.0,EMF33-medium-2°C-cost100,16075.8489,86.83333333,-11532.3496,507.5112,390.8131,55.3527,731.589,26.4318
REMIND-MAgPIE 1.7-3.0,EMF33-medium-2°C-full,16101.4086,87.0,-10567.6141,457.5143,394.6338,76.3656,650.5384,29.2177
REMIND-MAgPIE 1.7-3.0,EMF33-medium-2°C-limbio,7954.3469,79.83333333,-108.6524,560.8969,107.6915,130.7937,778.7726,29.0508
REMIND-MAgPIE 1.7-3.0,EMF33-medium-2°C-nobeccs,2839.0695,82.66666667,1515.6213,528.4371,354.4511,57.1944,755.8408,24.3647
REMIND-MAgPIE 1.7-3.0,EMF33-medium-2°C-nofuel,16237.6011,80.83333333,-7984.9453,492.0486,320.6385,118.9634,644.9801,19.3139
REMIND-MAgPIE 1.7-3.0,EMF33-medium-2°C-none,2623.3549,82.0,3611.4197,508.8105,175.8352,102.9577,774.9382,26.0138
REMIND-MAgPIE 1.7-3.0,EMF33-tax-hi-full,16138.6246,61.5,-14653.6838,536.4931,426.5929,14.2756,758.7265,28.2661
REMIND-MAgPIE 1.7-3.0,EMF33-tax-hi-none,3335.4692,89.0,4539.7435,517.0993,171.1229,124.936,767.8247,24.55
REMIND-MAgPIE 1.7-3.0,EMF33-tax-lo-full,13968.6226,97.5,8149.486,446.154,224.7617,335.9574,565.9442,25.2294
REMIND-MAgPIE 1.7-3.0,EMF33-tax-lo-none,9969.0726,99.16666667,19214.761,446.5458,99.5288,424.634,549.5887,22.7584
REMIND-MAgPIE 1.7-3.0,EMF33-well-below-2°C-cost100,16179.5945,63.33333333,-14689.9194,525.8257,417.7885,13.9282,748.035,22.3264
REMIND-MAgPIE 1.7-3.0,EMF33-well-below-2°C-full,16186.9733,64.33333333,-14372.9192,527.3623,423.6463,18.9463,748.8739,27.8331
REMIND-MAgPIE 1.7-3.0,EMF33-well-below-2°C-limbio,8439.0249,52.33333333,-4164.9856,466.0729,107.6749,75.4202,602.2825,35.2823
REMIND-MAgPIE 1.7-3.0,EMF33-well-below-2°C-nobeccs,4099.8078,57.0,-146.2588,393.7344,297.0047,53.8872,552.8478,36.3107
REMIND-MAgPIE 1.7-3.0,EMF33-well-below-2°C-nofuel,16240.6291,59.33333333,-11755.1681,537.0615,340.4005,69.2347,713.1222,22.6018
REMIND-MAgPIE 1.7-3.0,EMF33-well-below-2°C-none,457.4382,53.16666667,-887.5351,515.3941,97.4389,29.223,819.3721,26.9224
REMIND-MAgPIE 1.7-3.0,PEP-1.5°C-Full-CDR-Cost-Effective,16081.32,15.0,-15504.2375,552.879,256.6898,87.2499,760.3138,29.663
REMIND-MAgPIE 1.7-3.0,PEP-1.5°C-Full-CDR-Good-Practice,16245.73,16.0,-17732.246,546.2981,273.9082,56.51,759.3475,27.9642
REMIND-MAgPIE 1.7-3.0,PEP-1.5°C-Full-CDR-NDC,16470.38,15.33333333,-18476.2932,579.203,272.594,48.7572,805.3677,29.7466
REMIND-MAgPIE 1.7-3.0,PEP-1.5°C-Full-CDR-NetZero,16163.03,18.33333333,-17296.9084,531.3366,266.9719,66.1576,736.9717,27.4519
REMIND-MAgPIE 1.7-3.0,PEP-1.5°C-Reduced-CDR-Cost-Effective,7299.722,13.0,-5647.3634,676.6135,106.8328,37.2494,906.4575,31.6285
REMIND-MAgPIE 1.7-3.0,PEP-2°C-Full-CDR-Cost-Effective,14212.84,42.5,-8746.45,511.7305,232.6303,147.9401,717.7602,26.6361
REMIND-MAgPIE 1.7-3.0,PEP-2°C-Full-CDR-Good-Practice,15134.74,42.0,-11359.3297,503.0432,255.9319,124.4908,698.3925,25.9735
REMIND-MAgPIE 1.7-3.0,PEP-2°C-Full-CDR-NDC,15466.22,42.16666667,-12685.9114,523.382,261.2843,113.1724,732.6468,27.1489
REMIND-MAgPIE 1.7-3.0,PEP-2°C-Full-CDR-NetZero,14384.68,44.0,-9535.2387,490.5386,239.7161,139.6163,682.0123,25.7849
REMIND-MAgPIE 1.7-3.0,PEP-2°C-Reduced-CDR-Cost-Effective,7249.701,37.5,-259.5944,556.0457,110.1821,118.7027,800.2593,28.2788
REMIND-MAgPIE 1.7-3.0,PEP-2°C-Reduced-CDR-Good-Practice,7296.006,40.33333333,-3244.0064,570.9688,112.9793,71.7397,803.9206,29.3346
REMIND-MAgPIE 1.7-3.0,PEP-2°C-Reduced-CDR-NDC,7398.028,37.5,-4504.8295,628.3835,113.0674,57.6324,868.5363,31.3065
REMIND-MAgPIE 1.7-3.0,PEP-2°C-Reduced-CDR-NetZero,7222.015,40.33333333,-2433.614,551.4974,112.5196,82.8221,779.7307,28.8284
REMIND-MAgPIE 1.7-3.0,PEP-Good-Practice,11344.76,99.5,20305.6556,418.9048,90.8167,452.4783,522.7097,17.2683
REMIND-MAgPIE 1.7-3.0,PEP-NDC,8840.729,100.0,38953.0576,429.947,79.7513,606.0209,535.0773,19.6664
REMIND-MAgPIE 1.7-3.0,PEP-NPi,80.6852,100.0,60358.17,418.2408,79.0362,735.4646,512.7943,21.6872
REMIND-MAgPIE 1.7-3.0,PEP-NetZero,12071.65,98.66666667,14400.6374,419.6335,101.7312,382.6691,552.8221,17.6208
REMIND-MAgPIE 1.7-3.0,PEP-NoPolicy,0.0,100.0,64635.011,420.0301,78.8067,767.1616,507.6029,23.6287
REMIND-MAgPIE 1.7-3.0,SMP-2°C-Lifestyle,11386.57,25.83333333,-9562.0102,398.9845,167.0083,106.5842,542.9665,16.9314
REMIND-MAgPIE 1.7-3.0,SMP-Reference-Default,0.0,100.0,62537.304,420.0995,79.4543,765.1064,507.7823,23.6564
REMIND-MAgPIE 1.7-3.0,SMP-Reference-Sustainable,0.0,100.0,39342.6302,342.8971,78.8909,484.4422,424.9472,0.0
REMIND-MAgPIE 2.0-4.1,Diff-1300Gt-hybrid-def,11227.0884,76.16666667,-3216.349,406.7188,172.6395,134.8376,637.9619,14.4591
REMIND-MAgPIE 2.0-4.1,Diff-1300Gt-no-transfer-def,12533.7018,80.16666667,-3294.4973,395.7281,174.376,163.3048,643.248,14.0296
REMIND-MAgPIE 2.0-4.1,Diff-1300Gt-uniform-pricing-def,10010.8602,75.66666667,-2397.8765,408.6924,165.133,124.7404,630.2797,20.303
REMIND-MAgPIE 2.0-4.1,Diff-NoPolicy-Baseline,0.0,100.0,51237.1115,327.5628,96.8191,611.5098,451.597,3.7103
REMIND-MAgPIE 2.1-4.2,CEMICS-SSP1-1.5°C-fullCDR,6281.9416,16.16666667,-5037.1064,210.3328,136.2954,40.3723,295.659,0.0
REMIND-MAgPIE 2.1-4.2,CEMICS-SSP1-1.5°C-minCDR,1452.2086,20.66666667,-822.4694,229.1458,143.627,16.4891,332.7407,0.0
REMIND-MAgPIE 2.1-4.2,CEMICS-SSP1-Npi,42.5552,99.66666667,11420.6515,187.3297,108.5279,150.47,224.4717,0.0
REMIND-MAgPIE 2.1-4.2,CEMICS-SSP2-1.5°C-fullCDR,10569.2516,35.83333333,-2541.9174,448.7841,170.1758,156.5372,607.4651,20.2345
REMIND-MAgPIE 2.1-4.2,CEMICS-SSP2-1.5°C-minCDR,2218.9733,42.83333333,103.1641,512.0224,156.5993,27.6058,730.0936,33.5677
REMIND-MAgPIE 2.1-4.2,CEMICS-SSP2-2.0°C-fullCDR,9955.1334,66.0,-494.0614,446.4724,156.5466,173.5264,592.1255,21.1726
REMIND-MAgPIE 2.1-4.2,CEMICS-SSP2-2.0°C-minCDR,2261.5181,64.16666667,2245.2808,486.9152,149.6494,59.5705,699.5767,32.7059
REMIND-MAgPIE 2.1-4.2,CEMICS-SSP2-Npi,421.0928,100.0,47317.4071,379.7623,99.583,565.0999,466.7496,6.3583
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1000,7550.1983,68.0,43.5331,459.6673,104.3308,118.4042,686.1876,15.2274
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1000-COV,8897.1997,68.5,36.7668,403.4669,158.7784,132.9956,558.2417,8.7538
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1000-COV-NDCp,8905.401,65.33333333,54.4907,403.9861,158.4726,132.756,559.2098,8.7219
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1000-NDCp,7428.2542,65.33333333,38.3763,458.4193,104.3963,120.5256,682.1568,15.0763
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1000f,9048.1548,68.0,-2175.9229,473.432,104.492,109.0863,721.9261,15.2809
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1000f-COV,9400.7195,65.66666667,-2479.1865,409.7911,172.2487,99.0816,577.5623,11.4167
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1000f-COV-NDCp,9341.4737,65.5,-2339.6298,409.8761,170.7494,100.414,578.0246,11.2814
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1000f-NDCp,8937.9597,65.16666667,-2092.472,473.1602,104.495,109.2244,720.0179,15.205
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1200,7378.5424,76.0,1288.8969,458.956,104.7861,131.0358,669.2418,13.0718
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1200f,7382.3801,76.0,1332.0073,458.4412,104.7546,131.8452,668.3402,12.9926
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1400,7362.4684,87.66666667,4628.986,444.3107,105.6124,180.7746,623.7035,9.3905
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1400f,7362.4684,87.66666667,4628.986,444.3107,105.6124,180.7746,623.7035,9.3905
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1600,7995.8422,92.66666667,7327.6082,433.5069,105.8724,224.9515,591.0794,9.0214
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1600f,7995.8422,92.66666667,7327.6082,433.5069,105.8724,224.9515,591.0794,9.0214
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1800,8003.4801,96.16666667,10007.2002,424.1386,103.8717,259.5443,572.3007,8.7653
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-1800f,8003.4801,96.16666667,10007.2002,424.1386,103.8717,259.5443,572.3007,8.7653
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-2000,7378.2019,98.33333333,8884.2558,431.2443,104.7415,231.8308,608.1877,10.7793
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-2000f,7561.2812,98.16666667,12189.3916,419.6509,104.8725,277.9098,562.7259,8.3156
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-2500,5487.5609,99.5,23225.586,406.0761,101.8471,368.9878,541.3143,6.9954
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-2500f,5487.6221,99.5,23232.6605,406.0858,101.7999,368.961,541.3545,6.9941
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-3000,2556.6994,100.0,34385.515,390.521,99.16,456.2716,515.4364,5.297
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-3000f,2467.6569,100.0,34368.044,390.8442,99.0952,454.9769,516.275,5.352
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-300f,19795.4167,33.83333333,-18781.4605,542.6389,106.024,47.6776,1025.3683,17.5669
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-400f,19795.4167,34.5,-18102.9627,534.5843,105.6756,56.8494,1009.6209,16.2993
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-500f,19783.7664,43.0,-17321.4631,524.8728,105.7064,67.6431,986.1425,15.6419
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-600-COV,9500.3996,44.16666667,20.6179,408.5896,165.9778,141.809,563.4155,9.0969
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-600-COV-NDCp,9402.8744,44.16666667,-22.9787,408.3611,165.9564,140.3136,561.7543,8.9563
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-600f,19201.6238,49.5,-15677.8629,514.3618,105.8646,78.4506,952.846,14.951
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-600f-COV,18007.4801,49.66666667,-13183.4261,430.2653,203.6287,69.3082,711.5477,13.8611
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-600f-COV-NDCp,17901.1566,49.5,-12937.5232,429.9383,202.8918,71.3948,707.1865,13.8475
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-600f-NDCp,19128.8335,49.33333333,-15438.4498,514.2552,105.8344,78.5195,951.8504,14.9465
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-700,7862.2129,51.0,0.3372,459.2782,105.0956,142.7272,661.8565,15.6456
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-700f,17939.1545,55.0,-13108.2785,504.5414,105.8957,89.0738,907.7546,15.3139
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-800,7529.3613,56.33333333,96.9649,455.2305,104.7514,136.3596,663.2099,15.2797
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-800f,16099.1729,61.0,-10531.5671,496.426,105.2534,99.4064,856.2009,15.4498
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-900,7494.0271,61.5,66.9422,458.6745,104.6591,123.0445,681.8583,15.7396
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2030-900f,12167.3619,62.0,-6025.3847,482.4692,104.9222,105.1015,780.2514,15.7635
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2100,7524.8917,99.5,14596.8069,414.8856,104.5536,297.6624,556.4384,7.9728
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2100-COV,7932.4542,99.33333333,11054.7239,379.736,134.5453,248.804,498.312,6.6155
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2100-COV-NDCp,7892.1759,99.33333333,10971.2556,379.3251,135.5274,248.9353,497.6462,6.6063
REMIND-MAgPIE 2.1-4.2,ENGAGE-INDCi2100-NDCp,7578.2958,99.5,14551.8903,414.6597,105.2338,298.6941,556.0378,7.8601
REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000,7476.101,65.83333333,626.931,461.1169,104.6317,120.8515,680.2964,13.8084
REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000-COV,8950.4873,66.0,93.4932,405.7566,158.6726,133.7997,556.9068,8.6207
REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f,7486.8682,65.83333333,314.7068,463.4344,104.4836,116.5355,684.6449,14.0919
REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1000f-COV,8998.5817,65.83333333,-697.6014,407.7727,162.6102,120.856,567.3892,9.6055
REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200,7334.4166,80.0,2489.7735,454.2955,104.8679,148.1374,658.9685,12.1109
REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1200f,7258.6259,80.0,3074.8136,452.4232,105.0735,156.2716,648.5926,10.6661
REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400,7543.2107,87.5,5610.887,440.7259,105.7858,196.0491,611.9444,9.1766
REMIND-MAgPIE 2.1-4.2,ENGAGE-NPi2020-1400f,7543.2107,87.5,5610.887,440.7259,105.7858,196.0491,611.9444,9.1766
