Model,Scenario,Carbon Capture|Geological Storage,Climate Assessment|Exceedance Probability 1.5°C [MAGICCv7.5.3],Emissions|CO2,Final Energy|Electricity,Primary Energy|Biomass,Primary Energy|Fossil,Primary Energy|Non-Biomass Renewables,Primary Energy|Nuclear
IMAGE 3.2,SSP2021-SSP2-SPA1-19-Lifestyle-Renewables-LowBiomass,17656.21366,28.0,-1798.469564,246.61,77.77657129,197.8533096,310.4934815,24.44528906
IMAGE 3.2,SSP2021-SSP2-SPA1-19-Renewables-LowBiomass,21215.78873,39.83333333,-5914.81718,283.0885,80.49762207,241.8730693,355.358804,35.56646094
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Default,37931.01834,13.83333333,-14727.13355,270.6850938,236.1815117,289.6098516,209.9443689,29.59203906
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle,27036.79841,18.0,-7006.384115,226.1425938,199.5275,252.1659707,181.1886915,23.7010293
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle-Renewables,36994.94817,19.83333333,-10942.81486,285.5179063,223.9070068,209.7551055,348.3564509,31.52340039
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,33300.01425,22.83333333,-13439.18734,280.1238125,206.1382764,202.4960234,353.0205978,27.50117969
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,37265.12117,58.5,-10594.9327,258.4977969,221.1118652,304.0276035,187.0457921,26.48981055
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,28949.48361,61.66666667,-2370.246664,223.643,179.5215977,280.8263672,156.2772189,23.05493945
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,28782.02294,65.33333333,-5168.581137,242.8814063,156.6190537,216.2078242,291.1525539,21.13208008
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,32054.41694,67.66666667,-8562.704184,274.7425,177.007707,241.4592441,345.0577398,27.31146094
IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,26162.69737,94.83333333,5426.124187,261.5607969,171.7937549,379.240082,183.8875797,32.89137109
IMAGE 3.2,SSP2021-SSP2-SPA2-34-Lifestyle,14776.1987,93.83333333,11221.55851,245.1852031,148.1066758,367.7814766,165.072334,28.38476953
IMAGE 3.2,SSP2021-SSP2-SPA2-34-Lifestyle-Renewables,13237.31005,95.5,11837.24341,311.7646875,110.0884424,351.1706992,354.385859,32.28184961
IMAGE 3.2,SSP2021-SSP2-SPA2-34-Renewables,16914.88476,95.0,8360.337484,303.3498125,121.5241904,315.9901563,353.2233306,34.79357031
IMAGE 3.2,SSP2021-SSP2-SPA2-45-Default,6014.357149,100.0,25929.34359,282.0965,143.7406367,483.1773438,190.8147475,28.51642969
IMAGE 3.2,SSP2021-SSP2-SPA2-45-Lifestyle,1298.12055,100.0,32220.64356,263.8455938,126.9671895,541.3373125,149.5000412,14.96553027
IMAGE 3.2,SSP2021-SSP2-SPA2-45-Lifestyle-Renewables,638.0396093,100.0,27301.18539,304.2635,90.5678999,451.4962031,297.1358575,12.26995996
IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,6260.688761,100.0,20604.1333,320.2701875,115.2685986,383.7828164,351.9916951,25.1650293
IMAGE 3.2,SSP2021-SSP4-Baseline,0.0,100.0,37183.81348,203.7462969,125.062334,488.9178906,153.4490126,5.109452148
IMAGE 3.2,SSP2021-SSP5-Baseline,0.0,100.0,66258.6862,379.2258125,115.3612339,860.3450938,183.1691964,30.48864063
IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,3984.209069,53.66666667,-5420.492147,212.3707969,137.1711719,59.51693298,350.2331885,35.63662891
IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,4053.195144,54.66666667,-5458.724488,198.4362031,137.2408101,57.56779272,307.8572861,21.00276953
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,4114.470189,52.83333333,-4735.653972,236.2364063,143.3156802,71.75237329,417.8983586,38.42648828
IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,4313.325512,53.83333333,-3406.352132,224.7177969,152.6355996,94.86879199,384.0344434,41.15105078
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,3990.116477,53.83333333,-5223.966065,214.9312969,149.104083,60.93360583,350.5040068,27.65763086
IMAGE 3.3,NAVIGATE Demand-2.0°C-act_u,4001.729889,79.66666667,1366.696065,191.2522031,132.0881865,110.0097998,285.1716182,42.34753906
IMAGE 3.3,NAVIGATE Demand-2.0°C-all_u,4335.305664,80.5,1247.730031,172.5804063,103.4850828,121.9242227,270.1861316,15.22513965
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,4166.254538,78.0,1850.249817,217.9022031,122.374593,128.5475889,387.3012368,34.41901953
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,4112.328094,79.5,1855.122518,221.473,131.3700605,119.7227344,377.8832939,39.95773047
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,4191.859424,80.33333333,1579.809764,193.6455938,132.3731338,113.4291191,312.0873821,23.72617969
IMAGE 3.3,NAVIGATE Demand-NPi-act,681.5072217,100.0,36238.26823,234.3994063,78.77083691,543.8642969,144.9040139,31.92393945
IMAGE 3.3,NAVIGATE Demand-NPi-all,581.0683479,100.0,27880.25554,216.5605,70.83897632,433.8881016,191.2541719,12.99073047
IMAGE 3.3,NAVIGATE Demand-NPi-ele,904.1315721,100.0,34745.77377,290.2185,91.37241968,538.6182031,275.0995645,39.36494141
IMAGE 3.3,NAVIGATE Demand-NPi-ref,937.8023724,100.0,41906.73796,287.6963125,90.75783154,625.2881875,187.240855,41.33571094
IMAGE 3.3,NAVIGATE Demand-NPi-tec,639.3757373,100.0,35241.59017,237.7497969,78.51719189,537.6728906,213.0148704,11.25817969
IMAGE 3.3,SHAPE-SDP-EI-1.5°C,11783.1189,39.33333333,-8281.401205,212.1755938,111.7485404,134.1506533,267.3086904,11.85301953
IMAGE 3.3,SHAPE-SDP-EI-1.5°C [with Climate Change Impacts],15083.27101,37.33333333,-10331.63273,207.8609063,106.7894321,167.8427041,269.425522,11.14482031
IMAGE 3.3,SHAPE-SDP-MC-1.5°C,5907.049553,32.33333333,-5247.102499,178.7797969,81.70315314,69.93113037,261.5722007,3.534074951
IMAGE 3.3,SHAPE-SDP-MC-1.5°C [with Climate Change Impacts],7077.478171,26.33333333,-6248.326295,178.0562031,88.86159521,64.47212183,266.5074097,3.185802979
IMAGE 3.3,SHAPE-SDP-RC-1.5°C,4849.179322,30.0,-2548.269552,122.4761016,71.9549248,81.85697998,142.7995801,1.489017944
IMAGE 3.3,SHAPE-SDP-RC-1.5°C [with Climate Change Impacts],7496.832445,22.16666667,-5272.915975,113.3055,102.2772938,71.75710791,144.163519,1.395725952
IMAGE 3.3,SHAPE-SSP1-1.5°C,13498.62051,27.0,-10726.4117,176.7825,159.9843208,138.44625,191.1155405,4.252060059
IMAGE 3.3,SHAPE-SSP1-NPi,1.79917e-06,100.0,19919.00554,215.1937969,64.55287744,334.2936719,185.4909326,2.976887939
IMAGE 3.3,SHAPE-SSP2-1.5°C,22413.55509,27.5,-8156.291423,267.0776875,174.5973799,311.743123,216.594375,41.85041016
IMAGE 3.3,SHAPE-SSP2-1.5°C [with Climate Change Impacts],22087.88059,23.5,-7437.012004,271.5533125,159.1802139,301.2608047,246.3589487,42.75169922
IMAGE 3.3,SHAPE-SSP2-NPi,0.940744204,100.0,46713.48015,309.4505938,86.08741406,667.0224063,179.5695449,41.86662891
IMAGE 3.3,SHAPE-SSP2-NPi [with Climate Change Impacts],0.940908124,100.0,46839.06348,309.6135938,82.63741113,666.244,180.7644116,41.61110156
MERGE-ETL 6.0,DAC-2°C-66%,21496.0,77.66666667,-25569.5,431.4,300.0,232.0,449.3,45.5
MESSAGE-GLOBIOM 1.0,ADVANCE-2020-1.5°C-2100,26131.622,20.33333333,-14262.34288,329.653,227.198,35.109,448.205,70.86
MESSAGE-GLOBIOM 1.0,ADVANCE-2020-medium-2°C,44252.93767,83.5,-5182.504096,370.508,195.921,289.351,388.203,115.525
MESSAGE-GLOBIOM 1.0,ADVANCE-2020-well-below-2°C,31037.65867,56.66666667,-10917.10985,367.557,217.409,88.115,470.373,112.547
MESSAGE-GLOBIOM 1.0,ADVANCE-2030-Price 1.5°C,25736.249,40.16666667,-13893.52579,322.728,226.611,35.849,415.928,91.029
MESSAGE-GLOBIOM 1.0,ADVANCE-2030-medium-2°C,38366.13,82.5,-7518.239188,370.096,206.431,197.454,430.796,118.874
MESSAGE-GLOBIOM 1.0,ADVANCE-2030-well-below-2°C,27989.46333,52.33333333,-12420.49491,343.404,223.138,54.089,463.187,96.457
MESSAGE-GLOBIOM 1.0,ADVANCE-INDC,48733.16433,98.83333333,13359.63047,344.105,128.841,583.318,269.759,128.251
MESSAGE-GLOBIOM 1.0,ADVANCE-Reference,37044.579,100.0,32181.11863,326.036,92.495,677.681,208.249,155.718
MESSAGE-GLOBIOM 1.0,EMF30-BCOC-EndU,0.0,100.0,85132.36233,328.236,64.911,1003.297,187.039,47.492
MESSAGE-GLOBIOM 1.0,EMF30-Baseline,0.0,100.0,85326.461,328.561,65.656,1004.813,188.561,44.859
MESSAGE-GLOBIOM 1.0,EMF30-D-BCOC-Red,0.0,100.0,85302.90633,328.666,65.661,1004.557,188.547,44.918
MESSAGE-GLOBIOM 1.0,EMF30-D-CH4-ClimatePolicy,0.0,100.0,56592.316,340.918,88.645,704.574,205.753,132.435
MESSAGE-GLOBIOM 1.0,EMF30-D-Frozen-CH4,0.0,100.0,81243.45533,328.093,65.689,964.017,192.336,56.182
MESSAGE-GLOBIOM 1.0,EMF30-D-Frozen-EF,0.0,100.0,81257.59767,328.116,65.682,964.184,192.317,56.131
MESSAGE-GLOBIOM 1.0,EMF30-D-Frozen-EF-EndU,0.0,100.0,85302.90267,328.666,65.661,1004.557,188.547,44.918
MESSAGE-GLOBIOM 1.0,EMF30-D-Frozen-EF-SLCF,0.0,100.0,81243.45533,328.093,65.689,964.017,192.336,56.182
MESSAGE-GLOBIOM 1.0,EMF30-Slower-Action,27928.62967,98.33333333,13660.40867,390.994,125.981,590.385,315.701,122.382
MESSAGE-GLOBIOM 1.0,EMF30-Slower-to-Faster,13421.57667,46.5,-13504.53133,368.665,222.563,42.612,477.2,94.616
MESSAGE-GLOBIOM 1.0,EMF33-1.5°C-cost100,13702.24102,14.16666667,-14214.54114,302.5497277,230.2861954,41.05802749,437.0465684,76.52439705
MESSAGE-GLOBIOM 1.0,EMF33-1.5°C-full,13726.27953,14.16666667,-14191.80204,303.1583613,230.5998744,41.73640263,438.3350375,76.96814666
MESSAGE-GLOBIOM 1.0,EMF33-Baseline,0.0,100.0,87321.95088,329.3375695,64.59726646,1037.511454,205.9851248,14.9928541
MESSAGE-GLOBIOM 1.0,EMF33-medium-2°C-cost100,22236.31058,77.66666667,-7358.381731,349.5721384,195.1209803,240.9265825,393.143713,141.9881256
MESSAGE-GLOBIOM 1.0,EMF33-medium-2°C-full,22971.61114,77.66666667,-7191.202214,351.0292087,200.9233745,248.3274404,387.7440765,141.8647966
MESSAGE-GLOBIOM 1.0,EMF33-medium-2°C-limbio,15552.11594,74.33333333,-2268.134096,344.1111801,100.0133394,242.542498,428.1978196,137.8342422
MESSAGE-GLOBIOM 1.0,EMF33-medium-2°C-nobeccs,4024.278229,68.33333333,539.8150203,335.8608459,157.4079896,134.0082852,454.5621619,136.1009855
MESSAGE-GLOBIOM 1.0,EMF33-medium-2°C-nofuel,17474.20173,74.83333333,-5643.336196,348.7319888,196.1562376,220.7297929,378.3745765,142.4857878
MESSAGE-GLOBIOM 1.0,EMF33-medium-2°C-none,2785.866371,66.5,2187.169132,325.3975803,93.63558838,156.7878305,444.1807141,134.5692359
MESSAGE-GLOBIOM 1.0,EMF33-tax-hi-full,17585.04632,61.16666667,-9683.27296,342.9311955,215.1096764,150.1953865,433.8573324,138.6327929
MESSAGE-GLOBIOM 1.0,EMF33-tax-hi-none,5788.487265,78.33333333,3748.976139,334.2133899,104.5938982,204.3576168,426.4100849,136.9578374
MESSAGE-GLOBIOM 1.0,EMF33-tax-lo-full,30199.14774,93.33333333,5123.632885,358.5042076,130.0347331,507.9381813,288.9306126,152.1128513
MESSAGE-GLOBIOM 1.0,EMF33-tax-lo-none,22095.58061,97.16666667,12739.54595,359.2312808,94.82850523,508.3084973,286.6390314,153.0923523
MESSAGE-GLOBIOM 1.0,EMF33-well-below-2°C-cost100,14603.76363,40.33333333,-11379.19002,333.0761386,220.9481322,91.21621799,449.3291141,136.7234158
MESSAGE-GLOBIOM 1.0,EMF33-well-below-2°C-full,14804.64584,41.16666667,-11300.33726,334.1067937,221.5038389,94.74094514,447.6135286,137.9977507
MESSAGE-GLOBIOM 1.0,EMF33-well-below-2°C-limbio,7145.235403,36.66666667,-5570.181399,318.9499656,100.0133392,108.9083774,486.5382296,106.4121343
MESSAGE-GLOBIOM 1.0,EMF33-well-below-2°C-nofuel,14353.8912,44.0,-9150.676298,333.7734561,221.3496526,132.7151611,388.5724196,129.8601131
MESSAGE-GLOBIOM 1.0,SSP1-19,13991.89733,24.83333333,-15487.08144,318.84,219.919,10.823,413.22,74.236
MESSAGE-GLOBIOM 1.0,SSP1-26,17274.125,63.83333333,-12215.37349,321.453,190.546,98.696,361.039,91.101
MESSAGE-GLOBIOM 1.0,SSP1-34,20601.449,89.33333333,-6174.116789,317.714,143.88,247.218,329.014,48.659
MESSAGE-GLOBIOM 1.0,SSP1-45,13038.62267,99.5,8904.655083,297.882,103.657,356.829,294.32,33.659
MESSAGE-GLOBIOM 1.0,SSP1-Baseline,0.0,100.0,49270.7336,294.964,74.211,657.673,220.427,0.489
MESSAGE-GLOBIOM 1.0,SSP2-19,13606.99267,15.83333333,-13048.88988,341.741,225.533,55.665,443.502,79.495
MESSAGE-GLOBIOM 1.0,SSP2-26,20883.863,62.0,-8357.277098,369.505,206.106,196.261,414.411,111.716
MESSAGE-GLOBIOM 1.0,SSP2-34,30033.61533,94.33333333,-1418.092488,362.878,167.669,414.609,320.892,134.66
MESSAGE-GLOBIOM 1.0,SSP2-45,31789.71033,99.5,9115.046702,333.849,116.025,581.708,248.27,154.164
MESSAGE-GLOBIOM 1.0,SSP2-60,7979.198333,100.0,55426.33074,320.907,70.084,811.63,210.262,92.621
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,0.0,100.0,85684.20439,328.551,65.66,1004.921,188.404,45.334
MESSAGE-GLOBIOM 1.0,SSP3-34,15466.74433,89.0,-715.3315711,347.904,281.768,220.726,222.595,226.934
MESSAGE-GLOBIOM 1.0,SSP3-45,21017.54233,99.16666667,4792.137208,379.434,267.673,340.767,237.301,251.698
MESSAGE-GLOBIOM 1.0,SSP3-60,32588.534,100.0,25546.20436,335.623,205.998,660.021,209.26,227.79
MESSAGE-GLOBIOM 1.0,SSP3-Baseline,0.0,100.0,129720.5602,274.372,128.831,1386.061,171.317,32.381
MESSAGEix-GLOBIOM 1.0,CD-LINKS-INDC2030i_1600,24553.91511,73.83333333,-11767.18878,367.729871,250.2779862,204.462534,396.8745222,141.7860734
MESSAGEix-GLOBIOM 1.0,CD-LINKS-INDCi,413.9036166,100.0,82357.30988,325.492847,32.04107695,986.7744257,210.5588537,30.88591892
MESSAGEix-GLOBIOM 1.0,CD-LINKS-NDC2030i_1000,16998.67696,32.66666667,-16285.86894,356.647085,273.1526473,56.54274299,456.264124,128.1268403
MESSAGEix-GLOBIOM 1.0,CD-LINKS-NPi,0.0,100.0,86705.02672,326.6941855,28.75904262,1024.746441,212.6835225,18.64979664
MESSAGEix-GLOBIOM 1.0,CD-LINKS-NPi2020_1000,18836.46791,41.83333333,-14648.69253,366.1164425,263.2542308,101.1360893,463.5504893,129.9462185
MESSAGEix-GLOBIOM 1.0,CD-LINKS-NPi2020_1600,26531.48672,76.5,-10662.64286,368.8094722,247.373999,241.9303892,386.9561262,135.6330623
MESSAGEix-GLOBIOM 1.0,CD-LINKS-NPi2020_400,16719.44707,11.0,-17726.89656,346.9972233,281.2453914,37.29547308,480.2824711,84.46736516
MESSAGEix-GLOBIOM 1.0,CD-LINKS-No-Policy,0.0,100.0,89455.10514,329.8120272,25.92224829,1050.081193,214.6220657,16.2172063
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand (1.3/IPCC-AR6),0.0,26.0,-4219.945219,129.7368297,69.05492925,1.849708469,240.8383475,16.28430974
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000,14481.4296,61.5,-5.326286801,381.5599851,113.4899988,279.8548056,440.7166758,105.0898137
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000-COV,13899.30357,60.83333333,1.22163716,367.1581296,105.5528692,280.3441847,422.249928,98.08294707
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000-COV-NDCp,13703.7533,60.83333333,1.244986641,367.1580775,104.9551171,277.009504,422.7001364,99.74733565
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000-NDCp,14459.45311,61.16666667,-3.825962079,382.4430107,113.4383282,278.8645731,442.0437577,104.9491524
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000f,10518.90477,60.33333333,-10757.50551,384.2820281,167.8556131,55.56008553,468.4429982,153.6117571
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000f-COV,9895.67187,59.83333333,-10203.85902,367.7838013,158.3497254,56.53447446,457.1832061,147.6498186
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000f-COV-NDCp,9874.733915,60.0,-10127.49074,368.4182477,157.8000549,57.26893564,458.7077993,147.5629342
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1000f-NDCp,10516.12143,60.0,-10711.47799,384.6113803,167.7941029,55.97699937,469.1957739,153.6761179
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200,14045.24622,71.16666667,-0.000928836,379.6383069,111.0271616,268.6673375,441.5210453,111.9545253
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200-COV,13120.91303,70.5,-0.000276762,365.3565185,105.5372995,263.771968,425.6039723,102.0929448
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200-COV-NDCp,12600.22196,70.66666667,-0.000735918,365.5845948,105.045129,256.3905676,428.7570912,103.585695
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200-NDCp,14226.56333,71.16666667,-0.000896409,379.5083425,110.9878808,270.3229114,441.1066898,111.8636054
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200f,10005.56758,69.66666667,-9214.284682,390.8600002,156.3177432,68.52571494,489.9223854,151.5174619
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200f-COV,9581.514858,70.83333333,-8877.399428,371.1339578,150.1315958,70.79732751,465.8657556,151.5157981
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200f-COV-NDCp,9566.978755,70.66666667,-8853.001693,371.4671278,149.868262,70.96447511,465.9002604,151.4868445
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1200f-NDCp,10005.5877,69.83333333,-9132.503534,390.1936393,156.2850426,69.26412183,489.4424045,152.2754238
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400,12760.79351,79.16666667,-0.001124426,379.3336079,108.6670804,248.5742871,452.1605526,117.761533
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400-COV,12529.32331,79.16666667,0.001597746,364.414995,106.491086,248.8142137,433.8874399,104.3878013
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400-COV-NDCp,12489.27783,79.16666667,0.001485704,364.7209796,106.1325089,248.2597791,434.1729967,104.8388058
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400-NDCp,12724.78379,79.16666667,-0.000880485,378.9424528,108.3358757,247.4169977,453.753593,117.8659644
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400f,9741.904624,78.0,-7908.716689,391.5532675,147.5464914,83.60222941,495.8578166,151.8287669
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400f-COV,9618.329958,78.5,-7465.196595,373.35227,140.2307766,93.06506682,467.2364176,150.2350946
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400f-COV-NDCp,9659.835415,78.83333333,-7388.504968,373.6590877,139.9241663,94.77782761,467.2364085,149.5976886
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1400f-NDCp,9792.04201,78.0,-7845.535891,391.4604486,147.5541296,84.8990713,495.4567689,152.1334701
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600,13635.02554,84.83333333,-0.000162352,376.9447459,110.7306949,255.4421175,451.2967749,113.5029878
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,12593.87216,84.66666667,0.00131144,366.1279915,107.0682361,249.6342112,428.7333707,108.7493631
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,12524.65664,84.66666667,0.001371168,365.9481775,106.8147909,247.8394417,430.2668758,108.6422469
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,13548.59365,84.83333333,-0.00022158,376.4674875,111.0329689,253.8327858,450.8190153,114.3051102
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,9928.995354,84.16666667,-6595.460731,391.7048022,138.9662843,105.3032157,490.712679,152.9255467
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,10101.04155,84.83333333,-6273.668562,372.9697349,135.601455,115.5086735,469.0457474,141.8199062
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,10022.30046,84.33333333,-6124.533201,373.0903657,134.1696556,116.2558601,469.6272323,141.1023838
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,9887.228282,84.16666667,-6537.888419,391.8695841,138.7764585,105.3179549,490.8692964,153.018984
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,13408.64575,89.66666667,-0.001211313,377.6461715,113.4825357,252.2737638,449.7856475,114.4843524
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,13566.4658,89.66666667,0.000375963,366.720378,107.4006111,262.6073562,429.4970813,101.7466238
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,13751.14518,89.83333333,0.000218556,366.900048,107.4546084,264.1952608,429.8856449,100.5869943
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-NDCp,13262.79792,89.66666667,-0.001286148,377.7986389,113.3853829,250.2922311,450.1684039,115.6377307
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800f,10335.93799,89.5,-4937.946118,388.7389865,131.9767073,131.7257022,483.1156039,148.8877884
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800f-COV,10573.98595,89.5,-4081.828443,369.977092,126.6819189,150.8063381,458.7837539,131.8504426
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800f-COV-NDCp,10529.44189,89.5,-4011.614428,369.6590485,126.5101721,151.505072,457.3138662,132.5434896
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800f-NDCp,10363.90991,89.33333333,-4927.452841,388.6454657,132.0363822,131.9551248,485.2880977,146.2885001
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000,13753.21041,93.16666667,0.001998686,377.6376334,115.3448275,254.3364641,457.3757709,108.2384306
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000-COV,13830.04772,93.16666667,0.001403389,366.0398061,111.9021641,262.2165906,431.0191182,99.81253659
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000-COV-NDCp,13683.97541,93.16666667,0.001707003,365.8782431,111.1146869,259.0870828,433.8998236,99.71240819
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000-NDCp,13690.25714,93.16666667,0.00164381,377.1912424,115.4747198,253.483471,457.8812387,108.3328721
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000f,10929.48052,93.16666667,-2758.338687,382.3582093,124.2646805,171.7799029,481.9389843,126.8987366
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000f-COV,12446.95428,93.16666667,-2403.216655,368.0690651,121.8109184,201.0157474,452.4612309,111.2563504
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000f-COV-NDCp,12311.36258,93.16666667,-2274.068775,367.9297646,121.5930288,202.6492531,452.3048991,110.4504644
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2000f-NDCp,10846.0425,93.16666667,-2760.055953,382.0581841,124.4612065,170.7856459,481.1534932,128.0123265
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500,12166.14697,98.0,2908.923852,374.5521048,98.17806163,281.0822102,451.462803,99.6620453
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500-COV,12215.11631,98.0,3355.176432,363.0746118,91.23968118,295.2043698,429.6864518,88.70335994
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500-COV-NDCp,12149.83494,98.0,3415.933862,363.0644754,90.89515162,295.465315,429.6894396,88.47296817
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500-NDCp,12166.107,98.0,2946.878386,374.6853475,98.03044166,281.6119587,451.1242348,99.81906584
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500f,12265.30473,98.0,2565.379906,375.1854987,99.45095264,276.2300457,453.8600365,100.4771802
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500f-COV,11677.37168,98.0,4064.151345,362.4758403,89.56854343,300.9854014,427.0472031,85.69257622
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500f-COV-NDCp,11310.39269,98.0,4322.292193,362.0449182,89.22811687,299.1358898,428.3507485,84.91668785
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-2500f-NDCp,12170.93676,98.0,2447.628615,374.9928976,100.3123668,272.6944983,453.6699212,101.9630211
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-3000,7966.953671,99.66666667,11797.00387,368.4058435,74.95591972,353.2080064,434.4075235,68.41409158
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-3000-COV,7859.07451,99.66666667,12114.47343,353.6976694,69.5595205,358.0377209,410.5595567,63.07387582
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-3000-COV-NDCp,8045.677874,99.66666667,12287.27624,353.8044506,69.46930708,362.4579088,408.6056791,63.04773421
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-3000-NDCp,7976.109137,99.66666667,11816.95839,368.4130236,75.10080733,353.8185087,434.3426091,68.27017458
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-3000f,7932.023416,99.66666667,11833.60063,368.529888,75.08671015,351.5579386,434.7364355,68.779643
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-3000f-COV,7828.151588,99.66666667,12555.15245,354.2240324,67.71600843,363.3415432,409.5264746,62.81767803
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-3000f-COV-NDCp,7710.346969,99.66666667,12930.03846,353.7803906,67.03599719,366.8173997,407.5811981,62.73219077
MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-3000f-NDCp,7883.763912,99.66666667,11888.80884,368.5844469,75.18669778,351.9501631,433.7652442,69.17229258
